014314	1008	84	112	6	0	0
01432	1120	78	224	13	4	0
014321	1120	78	112	6	0	3	9	10	11
014322	1232	78	112	6	0	4	12	13	14	15
014323	1120	84	112	6	0	0
014324	1232	84	112	6	0	0
01433	896	91	224	13	4	0
014331	896	91	112	6	0	1	146
014332	1008	91	112	6	0	0
014333	896	97	112	6	0	1	146
014334	1008	97	112	6	0	0
01434	1120	91	224	13	4	0
014341	1120	91	112	6	0	0
014342	1232	91	112	6	0	1	35
014343	1120	97	112	6	0	0
014344	1232	97	112	6	0	1	35
0144	1344	78	448	26	4	0
01441	1344	78	224	13	0	0
01442	1568	78	224	13	4	0
014421	1568	78	112	6	0	5	16	17	18	19	178
014422	1680	78	112	6	0	4	20	21	22	23
014423	1568	84	112	6	0	1	178
014424	1680	84	112	6	0	0
01443	1344	91	224	13	4	0
014431	1344	91	112	6	0	7	36	37	38	39	40	41	42
014432	1456	91	112	6	0	7	43	44	45	46	47	48	49
014433	1344	97	112	6	0	7	36	37	38	39	40	41	42
014434	1456	97	112	6	0	8	43	44	45	46	47	48	49	168
01444	1568	91	224	13	4	0
014441	1568	91	112	6	0	3	50	51	178
014442	1680	91	112	6	0	0
014443	1568	97	112	6	0	2	50	51
014444	1680	97	112	6	0	0
02	1792	0	1792	104	4	0
021	1792	0	896	52	4	0
0211	1792	0	448	26	0	0
0212	2240	0	448	26	0	0
0213	1792	26	448	26	4	0
02131	1792	26	224	13	4	0
021311	1792	26	112	6	0	1	149
021312	1904	26	112	6	0	1	149
021313	1792	32	112	6	0	1	149
021314	1904	32	112	6	0	1	149
02132	2016	26	224	13	0	0
02133	1792	39	224	13	4	0
021331	1792	39	112	6	0	1	149
021332	1904	39	112	6	0	1	149
021333	1792	45	112	6	0	1	149
021334	1904	45	112	6	0	1	149
02134	2016	39	224	13	4	0
021341	2016	39	112	6	0	0
021342	2128	39	112	6	0	0
021343	2016	45	112	6	0	0
021344	2128	45	112	6	0	2	161	195
0214	2240	26	448	26	4	0
02141	2240	26	224	13	4	0
021411	2240	26	112	6	0	0
021412	2352	26	112	6	0	0
021413	2240	32	112	6	0	0
021414	2352	32	112	6	0	1	181
02142	2464	26	224	13	0	0
02143	2240	39	224	13	4	0
021431	2240	39	112	6	0	0
021432	2352	39	112	6	0	1	181
021433	2240	45	112	6	0	0
021434	2352	45	112	6	0	1	181
02144	2464	39	224	13	4	0
021441	2464	39	112	6	0	0
021442	2576	39	112	6	0	1	182
021443	2464	45	112	6	0	0
021444	2576	45	112	6	0	1	182
022	2688	0	896	52	4	0
0221	2688	0	448	26	0	0
0222	3136	0	448	26	0	0
0223	2688	26	448	26	4	0
02231	2688	26	224	13	0	0
02232	2912	26	224	13	4	0
022321	2912	26	112	6	0	0
022322	3024	26	112	6	0	0
022323	2912	32	112	6	0	1	184
022324	3024	32	112	6	0	0
02233	2688	39	224	13	4	0
022331	2688	39	112	6	0	1	182
022332	2800	39	112	6	0	0
022333	2688	45	112	6	0	1	182
022334	2800	45	112	6	0	2	165	199
02234	2912	39	224	13	4	0
022341	2912	39	112	6	0	1	184
022342	3024	39	112	6	0	0
022343	2912	45	112	6	0	1	184
022344	3024	45	112	6	0	0
0224	3136	26	448	26	0	0
023	1792	52	896	52	4	0
0231	1792	52	448	26	4	0
02311	1792	52	224	13	4	0
023111	1792	52	112	6	0	1	149
023112	1904	52	112	6	0	1	149
023113	1792	58	112	6	0	1	149
023114	1904	58	112	6	0	1	149
02312	2016	52	224	13	4	0
023121	2016	52	112	6	0	0
023122	2128	52	112	6	0	2	161	195
023123	2016	58	112	6	0	0
023124	2128	58	112	6	0	2	161	195
02313	1792	65	224	13	4	0
023131	1792	65	112	6	0	0
023132	1904	65	112	6	0	2	24	25
023133	1792	71	112	6	0	0
023134	1904	71	112	6	0	2	24	25
02314	2016	65	224	13	0	0
0232	2240	52	448	26	4	0
02321	2240	52	224	13	0	0
02322	2464	52	224	13	4	0
023221	2464	52	112	6	0	0
023222	2576	52	112	6	0	1	182
023223	2464	58	112	6	0	0
023224	2576	58	112	6	0	0
02323	2240	65	224	13	0	0
02324	2464	65	224	13	4	0
023241	2464	65	112	6	0	0
023242	2576	65	112	6	0	2	164	198
023243	2464	71	112	6	0	0
023244	2576	71	112	6	0	2	164	198
0233	1792	78	448	26	4	0
02331	1792	78	224	13	4	0
023311	1792	78	112	6	0	0
023312	1904	78	112	6	0	2	24	25
023313	1792	84	112	6	0	0
023314	1904	84	112	6	0	0
02332	2016	78	224	13	4	0
023321	2016	78	112	6	0	2	160	194
023322	2128	78	112	6	0	0
023323	2016	84	112	6	0	2	160	194
023324	2128	84	112	6	0	0
02333	1792	91	224	13	0	0
02334	2016	91	224	13	4	0
023341	2016	91	112	6	0	2	160	194
023342	2128	91	112	6	0	4	52	53	54	55
023343	2016	97	112	6	0	1	169
023344	2128	97	112	6	0	4	52	53	54	55
0234	2240	78	448	26	4	0
02341	2240	78	224	13	4	0
023411	2240	78	112	6	0	0
023412	2352	78	112	6	0	2	162	196
023413	2240	84	112	6	0	0
023414	2352	84	112	6	0	2	162	196
02342	2464	78	224	13	4	0
023421	2464	78	112	6	0	0
023422	2576	78	112	6	0	2	164	198
023423	2464	84	112	6	0	0
023424	2576	84	112	6	0	0
02343	2240	91	224	13	4	0
023431	2240	91	112	6	0	0
023432	2352	91	112	6	0	2	162	196
023433	2240	97	112	6	0	0
023434	2352	97	112	6	0	0
02344	2464	91	224	13	4	0
023441	2464	91	112	6	0	2	163	197
023442	2576	91	112	6	0	0
023443	2464	97	112	6	0	2	163	197
023444	2576	97	112	6	0	1	172
024	2688	52	896	52	4	0
0241	2688	52	448	26	4	0
02411	2688	52	224	13	4	0
024111	2688	52	112	6	0	1	182
024112	2800	52	112	6	0	2	165	199
024113	2688	58	112	6	0	0
024114	2800	58	112	6	0	2	165	199
02412	2912	52	224	13	0	0
02413	2688	65	224	13	0	0
02414	2912	65	224	13	0	0
0242	3136	52	448	26	0	0
0243	2688	78	448	26	4	0
02431	2688	78	224	13	4	0
024311	2688	78	112	6	0	1	183
024312	2800	78	112	6	0	0
024313	2688	84	112	6	0	1	183
024314	2800	84	112	6	0	0
02432	2912	78	224	13	0	0
02433	2688	91	224	13	4	0
024331	2688	91	112	6	0	5	56	57	58	59	183
024332	2800	91	112	6	0	4	60	61	62	63
024333	2688	97	112	6	0	5	56	57	58	59	172
024334	2800	97	112	6	0	4	60	61	62	63
02434	2912	91	224	13	0	0
0244	3136	78	448	26	0	0
03	0	104	1792	104	4	0
031	0	104	896	52	4	0
0311	0	104	448	26	4	0
03111	0	104	224	13	0	0
03112	224	104	224	13	4	0
031121	224	104	112	6	0	1	144
031122	336	104	112	6	0	2	26	145
031123	224	110	112	6	0	1	144
031124	336	110	112	6	0	2	26	145
03113	0	117	224	13	0	0
03114	224	117	224	13	4	0
031141	224	117	112	6	0	1	144
031142	336	117	112	6	0	1	145
031143	224	123	112	6	0	5	64	65	66	67	144
031144	336	123	112	6	0	6	68	69	70	71	72	145
0312	448	104	448	26	4	0
03121	448	104	224	13	4	0
031211	448	104	112	6	0	7	27	28	29	30	31	32	33
031212	560	104	112	6	0	1	34
031213	448	110	112	6	0	7	27	28	29	30	31	32	33
031214	560	110	112	6	0	1	34
03122	672	104	224	13	4	0
031221	672	104	112	6	0	0
031222	784	104	112	6	0	1	146
031223	672	110	112	6	0	0
031224	784	110	112	6	0	1	146
03123	448	117	224	13	0	0
03124	672	117	224	13	4	0
031241	672	117	112	6	0	0
031242	784	117	112	6	0	1	146
031243	672	123	112	6	0	0
031244	784	123	112	6	0	1	146
0313	0	130	448	26	4	0
03131	0	130	224	13	0	0
03132	224	130	224	13	4	0
031321	224	130	112	6	0	4	64	65	66	67
031322	336	130	112	6	0	5	68	69	70	71	72
031323	224	136	112	6	0	4	64	65	66	67
031324	336	136	112	6	0	5	68	69	70	71	72
03133	0	143	224	13	0	0
03134	224	143	224	13	4	0
031341	224	143	112	6	0	4	64	65	66	67
031342	336	143	112	6	0	5	68	69	70	71	72
031343	224	149	112	6	0	0
031344	336	149	112	6	0	0
0314	448	130	448	26	0	0
032	896	104	896	52	4	0
0321	896	104	448	26	4	0
03211	896	104	224	13	4	0
032111	896	104	112	6	0	1	146
032112	1008	104	112	6	0	0
032113	896	110	112	6	0	1	146
032114	1008	110	112	6	0	0
03212	1120	104	224	13	4	0
032121	1120	104	112	6	0	0
032122	1232	104	112	6	0	1	35
032123	1120	110	112	6	0	2	155	189
032124	1232	110	112	6	0	1	35
03213	896	117	224	13	4	0
032131	896	117	112	6	0	1	146
032132	1008	117	112	6	0	0
032133	896	123	112	6	0	1	146
032134	1008	123	112	6	0	1	174
03214	1120	117	224	13	4	0
032141	1120	117	112	6	0	2	155	189
032142	1232	117	112	6	0	0
032143	1120	123	112	6	0	4	147	148	155	189
032144	1232	123	112	6	0	3	73	74	148
0322	1344	104	448	26	4	0
03221	1344	104	224	13	4	0
032211	1344	104	112	6	0	7	36	37	38	39	40	41	42
032212	1456	104	112	6	0	8	43	44	45	46	47	48	49	168
032213	1344	110	112	6	0	7	36	37	38	39	40	41	42
032214	1456	110	112	6	0	8	43	44	45	46	47	48	49	168
03222	1568	104	224	13	4	0
032221	1568	104	112	6	0	2	50	51
032222	1680	104	112	6	0	0
032223	1568	110	112	6	0	4	50	51	158	192
032224	1680	110	112	6	0	2	158	192
03223	1344	117	224	13	4	0
032231	1344	117	112	6	0	0
032232	1456	117	112	6	0	1	168
032233	1344	123	112	6	0	0
032234	1456	123	112	6	0	3	75	76	168
03224	1568	117	224	13	4	0
032241	1568	117	112	6	0	2	158	192
032242	1680	117	112	6	0	2	158	192
032243	1568	123	112	6	0	2	158	192
032244	1680	123	112	6	0	2	158	192
0323	896	130	448	26	4	0
03231	896	130	224	13	4	0
032311	896	130	112	6	0	0
032312	1008	130	112	6	0	1	174
032313	896	136	112	6	0	0
032314	1008	136	112	6	0	1	174
03232	1120	130	224	13	4	0
032321	1120	130	112	6	0	2	147	148
032322	1232	130	112	6	0	3	73	74	148
032323	1120	136	112	6	0	2	147	148
032324	1232	136	112	6	0	3	73	74	148
03233	896	143	224	13	4	0
032331	896	143	112	6	0	0
032332	1008	143	112	6	0	1	174
032333	896	149	112	6	0	0
032334	1008	149	112	6	0	1	174
03234	1120	143	224	13	4	0
032341	1120	143	112	6	0	2	147	148
032342	1232	143	112	6	0	3	73	74	148
032343	1120	149	112	6	0	2	147	148
032344	1232	149	112	6	0	1	148
0324	1344	130	448	26	4	0
03241	1344	130	224	13	4	0
032411	1344	130	112	6	0	0
032412	1456	130	112	6	0	2	75	76
032413	1344	136	112	6	0	0
032414	1456	136	112	6	0	2	75	76
03242	1568	130	224	13	0	0
03243	1344	143	224	13	4	0
032431	1344	143	112	6	0	0
032432	1456	143	112	6	0	2	75	76
032433	1344	149	112	6	0	0
032434	1456	149	112	6	0	0
03244	1568	143	224	13	0	0
033	0	156	896	52	4	0
0331	0	156	448	26	4	0
03311	0	156	224	13	4	0
033111	0	156	112	6	0	7	91	92	93	94	95	96	97
033112	112	156	112	6	0	7	98	99	100	101	102	103	104
033113	0	162	112	6	0	7	91	92	93	94	95	96	97
033114	112	162	112	6	0	7	98	99	100	101	102	103	104
03312	224	156	224	13	4	0
033121	224	156	112	6	0	2	105	106
033122	336	156	112	6	0	0
033123	224	162	112	6	0	2	105	106
033124	336	162	112	6	0	0
03313	0	169	224	13	4	0
033131	0	169	112	6	0	7	91	92	93	94	95	96	97
033132	112	169	112	6	0	7	98	99	100	101	102	103	104
033133	0	175	112	6	0	7	91	92	93	94	95	96	97
033134	112	175	112	6	0	7	98	99	100	101	102	103	104
03314	224	169	224	13	4	0
033141	224	169	112	6	0	2	105	106
033142	336	169	112	6	0	0
033143	224	175	112	6	0	2	105	106
033144	336	175	112	6	0	0
0332	448	156	448	26	0	0
0333	0	182	448	26	0	0
0334	448	182	448	26	0	0
034	896	156	896	52	4	0
0341	896	156	448	26	4	0
03411	896	156	224	13	4	0
034111	896	156	112	6	0	2	107	108
034112	1008	156	112	6	0	6	109	110	111	112	113	174
034113	896	162	112	6	0	2	107	108
034114	1008	162	112	6	0	5	109	110	111	112	113
03412	1120	156	224	13	4	0
034121	1120	156	112	6	0	6	114	115	116	117	147	148
034122	1232	156	112	6	0	1	148
034123	1120	162	112	6	0	4	114	115	116	117
034124	1232	162	112	6	0	0
03413	896	169	224	13	4	0
034131	896	169	112	6	0	2	107	108
034132	1008	169	112	6	0	5	109	110	111	112	113
034133	896	175	112	6	0	2	107	108
034134	1008	175	112	6	0	5	109	110	111	112	113
03414	1120	169	224	13	4	0
034141	1120	169	112	6	0	4	114	115	116	117
034142	1232	169	112	6	0	0
034143	1120	175	112	6	0	4	114	115	116	117
034144	1232	175	112	6	0	0
0342	1344	156	448	26	4	0
03421	1344	156	224	13	4	0
034211	1344	156	112	6	0	2	118	119
034212	1456	156	112	6	0	0
034213	1344	162	112	6	0	2	118	119
034214	1456	162	112	6	0	0
03422	1568	156	224	13	4	0
034221	1568	156	112	6	0	6	120	121	122	123	124	125
034222	1680	156	112	6	0	0
034223	1568	162	112	6	0	6	120	121	122	123	124	125
034224	1680	162	112	6	0	0
03423	1344	169	224	13	4	0
034231	1344	169	112	6	0	2	118	119
034232	1456	169	112	6	0	0
034233	1344	175	112	6	0	2	118	119
034234	1456	175	112	6	0	0
03424	1568	169	224	13	4	0
034241	1568	169	112	6	0	6	120	121	122	123	124	125
034242	1680	169	112	6	0	0
034243	1568	175	112	6	0	6	120	121	122	123	124	125
034244	1680	175	112	6	0	0
0343	896	182	448	26	0	0
0344	1344	182	448	26	0	0
04	1792	104	1792	104	4	0
041	1792	104	896	52	4	0
0411	1792	104	448	26	4	0
04111	1792	104	224	13	4	0
041111	1792	104	112	6	0	0
041112	1904	104	112	6	0	0
041113	1792	110	112	6	0	2	159	193
041114	1904	110	112	6	0	0
04112	2016	104	224	13	4	0
041121	2016	104	112	6	0	1	169
041122	2128	104	112	6	0	4	52	53	54	55
041123	2016	110	112	6	0	1	169
041124	2128	110	112	6	0	4	52	53	54	55
04113	1792	117	224	13	4	0
041131	1792	117	112	6	0	2	159	193
041132	1904	117	112	6	0	0
041133	1792	123	112	6	0	2	159	193
041134	1904	123	112	6	0	0
04114	2016	117	224	13	4	0
041141	2016	117	112	6	0	1	169
041142	2128	117	112	6	0	0
041143	2016	123	112	6	0	5	77	78	79	80	169
041144	2128	123	112	6	0	1	81
0412	2240	104	448	26	4	0
04121	2240	104	224	13	0	0
04122	2464	104	224	13	4	0
041221	2464	104	112	6	0	2	163	197
041222	2576	104	112	6	0	1	172
041223	2464	110	112	6	0	1	163
041224	2576	110	112	6	0	1	172
04123	2240	117	224	13	4	0
041231	2240	117	112	6	0	0
041232	2352	117	112	6	0	0
041233	2240	123	112	6	0	0
041234	2352	123	112	6	0	2	82	83
04124	2464	117	224	13	4	0
041241	2464	117	112	6	0	0
041242	2576	117	112	6	0	1	172
041243	2464	123	112	6	0	4	84	85	86	87
041244	2576	123	112	6	0	2	88	172
0413	1792	130	448	26	4	0
04131	1792	130	224	13	0	0
04132	2016	130	224	13	4	0
041321	2016	130	112	6	0	4	77	78	79	80
041322	2128	130	112	6	0	1	81
041323	2016	136	112	6	0	4	77	78	79	80
041324	2128	136	112	6	0	1	81
04133	1792	143	224	13	0	0
04134	2016	143	224	13	4	0
041341	2016	143	112	6	0	4	77	78	79	80
041342	2128	143	112	6	0	1	81
041343	2016	149	112	6	0	0
041344	2128	149	112	6	0	0
0414	2240	130	448	26	4	0
04141	2240	130	224	13	4	0
041411	2240	130	112	6	0	1	170
041412	2352	130	112	6	0	3	82	83	171
041413	2240	136	112	6	0	1	170
041414	2352	136	112	6	0	3	82	83	171
04142	2464	130	224	13	4	0
041421	2464	130	112	6	0	5	84	85	86	87	171
041422	2576	130	112	6	0	1	88
041423	2464	136	112	6	0	5	84	85	86	87	171
041424	2576	136	112	6	0	1	88
04143	2240	143	224	13	4	0
041431	2240	143	112	6	0	1	170
041432	2352	143	112	6	0	3	82	83	171
041433	2240	149	112	6	0	1	170
041434	2352	149	112	6	0	1	171
04144	2464	143	224	13	4	0
041441	2464	143	112	6	0	5	84	85	86	87	171
041442	2576	143	112	6	0	1	88
041443	2464	149	112	6	0	1	171
041444	2576	149	112	6	0	0
042	2688	104	896	52	4	0
0421	2688	104	448	26	4	0
04211	2688	104	224	13	4	0
042111	2688	104	112	6	0	5	56	57	58	59	172
042112	2800	104	112	6	0	4	60	61	62	63
042113	2688	110	112	6	0	5	56	57	58	59	172
042114	2800	110	112	6	0	4	60	61	62	63
04212	2912	104	224	13	0	0
04213	2688	117	224	13	4	0
042131	2688	117	112	6	0	1	172
042132	2800	117	112	6	0	0
042133	2688	123	112	6	0	3	89	90	172
042134	2800	123	112	6	0	0
04214	2912	117	224	13	4	0
042141	2912	117	112	6	0	0
042142	3024	117	112	6	0	0
042143	2912	123	112	6	0	1	150
042144	3024	123	112	6	0	1	201
0422	3136	104	448	26	0	0
0423	2688	130	448	26	4	0
04231	2688	130	224	13	4	0
042311	2688	130	112	6	0	2	89	90
042312	2800	130	112	6	0	0
042313	2688	136	112	6	0	2	89	90
042314	2800	136	112	6	0	0
04232	2912	130	224	13	4	0
042321	2912	130	112	6	0	1	150
042322	3024	130	112	6	0	1	201
042323	2912	136	112	6	0	1	150
042324	3024	136	112	6	0	1	201
04233	2688	143	224	13	4	0
042331	2688	143	112	6	0	2	89	90
042332	2800	143	112	6	0	0
042333	2688	149	112	6	0	0
042334	2800	149	112	6	0	0
04234	2912	143	224	13	4	0
042341	2912	143	112	6	0	1	150
042342	3024	143	112	6	0	1	201
042343	2912	149	112	6	0	1	150
042344	3024	149	112	6	0	1	201
0424	3136	130	448	26	0	0
043	1792	156	896	52	4	0
0431	1792	156	448	26	0	0
0432	2240	156	448	26	4	0
04321	2240	156	224	13	4	0
043211	2240	156	112	6	0	6	126	127	128	129	130	170
043212	2352	156	112	6	0	3	131	132	133
043213	2240	162	112	6	0	5	126	127	128	129	130
043214	2352	162	112	6	0	3	131	132	133
04322	2464	156	224	13	4	0
043221	2464	156	112	6	0	2	134	135
043222	2576	156	112	6	0	3	136	137	138
043223	2464	162	112	6	0	2	134	135
043224	2576	162	112	6	0	3	136	137	138
04323	2240	169	224	13	4	0
043231	2240	169	112	6	0	5	126	127	128	129	130
043232	2352	169	112	6	0	3	131	132	133
043233	2240	175	112	6	0	5	126	127	128	129	130
043234	2352	175	112	6	0	3	131	132	133
04324	2464	169	224	13	4	0
043241	2464	169	112	6	0	2	134	135
043242	2576	169	112	6	0	3	136	137	138
043243	2464	175	112	6	0	2	134	135
043244	2576	175	112	6	0	3	136	137	138
0433	1792	182	448	26	0	0
0434	2240	182	448	26	0	0
044	2688	156	896	52	4	0
0441	2688	156	448	26	4	0
04411	2688	156	224	13	0	0
04412	2912	156	224	13	4	0
044121	2912	156	112	6	0	5	139	140	141	142	150
044122	3024	156	112	6	0	2	143	201
044123	2912	162	112	6	0	4	139	140	141	142
044124	3024	162	112	6	0	2	143	201
04413	2688	169	224	13	0	0
04414	2912	169	224	13	4	0
044141	2912	169	112	6	0	4	139	140	141	142
044142	3024	169	112	6	0	1	143
044143	2912	175	112	6	0	4	139	140	141	142
044144	3024	175	112	6	0	1	143
0442	3136	156	448	26	0	0
0443	2688	182	448	26	0	0
0444	3136	182	448	26	0	0
